,address,area,beds,full_bathrooms,half_bathrooms,price
1578,"330 E Flower Street 17, Phoenix, AZ 85012",,,,,"$295,000"
1579,"501 W HONONEGH Drive 2, Phoenix, AZ 85027",863 sq.ft.,2 beds,2 ,,"$280,000"
1580,"18026 N CAVE CREEK Road 91, Phoenix, AZ 85032","1,300 sq.ft.",2 beds,1 ,,"$79,000"
1581,"3642 E CAT BALUE Drive, Phoenix, AZ 85050","3,002 sq.ft.",4 beds,3 ,,"$969,000"
1582,"43500 N 7TH Avenue 013L, New River, AZ 85087",,,,,"$299,000"
1583,"4511 N 38TH Place, Phoenix, AZ 85018","3,545 sq.ft.",6 beds,5 ,,"$2,500,000"
1584,"250 W WIER Avenue NA, Phoenix, AZ 85041",,,,,"$2,000,000"
1585,"3929 E WHITTON Avenue, Phoenix, AZ 85018","3,295 sq.ft.",4 beds,4 ,,"$1,770,000"
1586,"1204 E Smokehouse Trail, Phoenix, AZ 85085","4,124 sq.ft.",4 beds,5 ,,"$1,455,000"
1587,"2019 E CAMPBELL Avenue 108, Phoenix, AZ 85016","1,484 sq.ft.",2 beds,3 ,,"$520,000"
1588,"7125 S 7TH Lane, Phoenix, AZ 85041","1,639 sq.ft.",3 beds,3 ,,"$350,000"
1589,"4414 E HUBBELL Street 68, Phoenix, AZ 85008","1,012 sq.ft.",2 beds,2 ,,"$300,000"
1590,"6820 W DEVONSHIRE Avenue, Phoenix, AZ 85033","1,008 sq.ft.",2 beds,1 ,,"$208,000"
1591,"2631 W ROSE Lane B-1, Phoenix, AZ 85017",828 sq.ft.,2 beds,2 ,,"$114,900"
1592,"2650 W UNION HILLS Drive 118, Phoenix, AZ 85027",910 sq.ft.,2 beds,1 ,,"$44,990"
1593,"4218 N 45TH Place, Phoenix, AZ 85018","3,960 sq.ft.",5 beds,5 ,,"$2,375,000"
1594,"24520 N 9 Avenue, Phoenix, AZ 85085","1,248 sq.ft.",,,,"$2,000,000"
1595,"22204 N 37TH Place, Phoenix, AZ 85050","4,235 sq.ft.",4 beds,4 ,,"$1,497,000"
1596,"1331 E VOLTAIRE Avenue, Phoenix, AZ 85022","3,842 sq.ft.",5 beds,3 ,,"$1,159,000"
1597,"5439 E LEWIS Avenue, Phoenix, AZ 85008","2,478 sq.ft.",4 beds,3 ,,"$1,099,900"
1598,"2034 W WHISPER ROCK Trail, Phoenix, AZ 85085","2,993 sq.ft.",4 beds,4 ,,"$875,000"
1599,"1719 W ALOE VERA Drive, Phoenix, AZ 85085","2,702 sq.ft.",4 beds,3 ,,"$854,000"
1600,"77 E MISSOURI Avenue 34, Phoenix, AZ 85012","3,575 sq.ft.",3 beds,3 ,,"$750,000"
1601,"47616 N 23RD Drive, New River, AZ 85087","1,959 sq.ft.",3 beds,3 ,,"$749,900"
1602,"40208 N FAITH Lane, Anthem, AZ 85086","2,560 sq.ft.",4 beds,3 ,,"$719,900"
1603,"4214 N 36th Street, Phoenix, AZ 85018","1,608 sq.ft.",4 beds,2 ,,"$690,000"
1604,"1108 W COLTER Street, Phoenix, AZ 85013","1,894 sq.ft.",4 beds,3 ,,"$665,000"
1605,"2206 W PASO Trail, Phoenix, AZ 85085","1,992 sq.ft.",3 beds,3 ,,"$614,990"
1606,"1317 W PIMA Street, Phoenix, AZ 85007",,,,,"$599,999"
1607,"4710 N 111TH Drive, Phoenix, AZ 85037","4,147 sq.ft.",7 beds,4 ,,"$550,000"
1608,"1 E LEXINGTON Avenue 701, Phoenix, AZ 85012","1,261 sq.ft.",2 beds,2 ,,"$545,000"
1609,"1960 E CLUBHOUSE Drive 56, Phoenix, AZ 85048",,,,,"$538,777"
1610,"602 E PORT AU PRINCE Lane, Phoenix, AZ 85022","1,976 sq.ft.",3 beds,2 ,,"$525,000"
1611,"4715 N 96TH Lane, Phoenix, AZ 85037","1,911 sq.ft.",3 beds,2 ,,"$409,990"
1612,"4922 S 23RD Drive, Phoenix, AZ 85041","1,385 sq.ft.",4 beds,2 ,,"$390,000"
1613,"5303 N 7TH Street 321, Phoenix, AZ 85014","1,217 sq.ft.",3 beds,2 ,,"$369,000"
1614,"10030 W INDIAN SCHOOL Road 266, Phoenix, AZ 85037","1,252 sq.ft.",3 beds,2 ,,"$359,900"
1615,"3600 N 5TH Avenue 200, Phoenix, AZ 85013","1,344 sq.ft.",2 beds,2 ,,"$345,000"
1616,"8241 N CENTRAL Avenue 13, Phoenix, AZ 85020",952 sq.ft.,2 beds,2 ,,"$334,000"
1617,"1241 E MEDLOCK Drive 113, Phoenix, AZ 85014","1,008 sq.ft.",2 beds,2 ,,"$322,500"
1618,"1880 E MORTEN Avenue 221, Phoenix, AZ 85020","1,038 sq.ft.",2 beds,2 ,,"$315,000"
1619,"1241 N 48TH Street 113, Phoenix, AZ 85008",552 sq.ft.,1 beds,1 ,,"$199,995"
1620,"5201 W Camelback Road F127, Phoenix, AZ 85031",660 sq.ft.,2 beds,2 ,,"$28,000"
1621,"3802 S 28TH Street, Phoenix, AZ 85040","11,779 sq.ft.",,,,"$2,300,000"
1622,"10031 N 38th Street, Phoenix, AZ 85028","4,007 sq.ft.",4 beds,4 ,,"$2,195,000"
1623,"4048 E COOLIDGE Street, Phoenix, AZ 85018","2,662 sq.ft.",4 beds,4 ,,"$2,170,000"
1624,"5819 S 43rd Avenue -, Phoenix, AZ 85041",,,,,"$1,650,000"
1625,"22222 N 36TH Way, Phoenix, AZ 85050","4,507 sq.ft.",4 beds,4 ,,"$1,550,000"
1626,"1935 E FALLEN LEAF Lane, Phoenix, AZ 85024","3,508 sq.ft.",5 beds,5 ,,"$1,100,000"
1627,"3102 N 35TH Street, Phoenix, AZ 85018","1,688 sq.ft.",4 beds,2 ,,"$755,000"
1628,"2417 E YUCCA Street, Phoenix, AZ 85028","2,628 sq.ft.",4 beds,2 ,,"$750,000"
1629,"310 S 4TH Street 1905, Phoenix, AZ 85004","1,435 sq.ft.",2 beds,3 ,,"$720,000"
1630,"35734 N 32ND Lane, Phoenix, AZ 85086","2,939 sq.ft.",4 beds,3 ,,"$685,000"
1631,"3524 W PARADISE Lane, Phoenix, AZ 85053","2,276 sq.ft.",4 beds,2 ,,"$549,900"
1632,"4032 W LYDIA Lane, Phoenix, AZ 85041","3,370 sq.ft.",6 beds,3 ,,"$515,000"
1633,"2248 W COLUMBINE Drive, Phoenix, AZ 85029","2,664 sq.ft.",4 beds,2 ,,"$499,000"
1634,"46 W Northern Avenue, Phoenix, AZ 85021","1,798 sq.ft.",2 beds,2 ,,"$489,000"
1635,"4805 S 28TH Street, Phoenix, AZ 85040","2,074 sq.ft.",4 beds,2 ,,"$480,000"
1636,"5350 E DEER VALLEY Drive 2399, Phoenix, AZ 85054","1,246 sq.ft.",2 beds,2 ,,"$449,000"
1637,"8977 N 8TH Drive, Phoenix, AZ 85021","1,500 sq.ft.",3 beds,3 ,,"$449,000"
1638,"4131 E Camelback Road 40, Phoenix, AZ 85018","1,092 sq.ft.",2 beds,2 ,,"$395,000"
1639,"6767 N 7TH Street 213, Phoenix, AZ 85014","1,558 sq.ft.",3 beds,2 ,,"$375,000"
1640,"3215 W VOLTAIRE Avenue, Phoenix, AZ 85029","1,400 sq.ft.",3 beds,2 ,,"$374,500"
1641,"5224 S 45TH Street, Phoenix, AZ 85040",952 sq.ft.,2 beds,1 ,,"$299,000"
1642,"1531 W COLTER Street 16, Phoenix, AZ 85015",958 sq.ft.,2 beds,2 ,,"$214,990"
1643,"2929 W YORKSHIRE Drive 2031, Phoenix, AZ 85027",658 sq.ft.,1 beds,1 ,,"$189,900"
1644,"205 W Bell Road 190, Phoenix, AZ 85023",840 sq.ft.,2 beds,1 ,,"$57,500"
1645,"15 E CACTUS WREN Drive, Phoenix, AZ 85020","3,741 sq.ft.",4 beds,3 ,,"$1,499,000"
1646,"2254 W HAZELHURST Drive, Anthem, AZ 85086","2,542 sq.ft.",2 beds,3 ,,"$925,000"
1647,"36014 N 3RD Street, Phoenix, AZ 85086","2,094 sq.ft.",4 beds,3 ,,"$865,000"
1648,"35746 N 32ND Lane, Phoenix, AZ 85086","2,939 sq.ft.",6 beds,3 ,,"$675,000"
1649,"29252 N 22ND Lane, Phoenix, AZ 85085","1,782 sq.ft.",4 beds,2 ,,"$510,000"
1650,"1928 E CIRCLE MOUNTAIN Road, New River, AZ 85087","1,642 sq.ft.",4 beds,2 ,,"$445,000"
1651,"39809 N BRIDLEWOOD Way, Anthem, AZ 85086","1,135 sq.ft.",3 beds,2 ,,"$417,000"
1652,"2340 W COLUMBINE Drive, Phoenix, AZ 85029","1,486 sq.ft.",3 beds,2 ,,"$399,000"
1653,"6245 W ILLINI Street, Phoenix, AZ 85043","1,649 sq.ft.",4 beds,3 ,,"$379,000"
1654,"5511 N 40TH Drive, Phoenix, AZ 85019","1,832 sq.ft.",3 beds,2 ,,"$379,000"
1655,"5813 N 23RD Avenue, Phoenix, AZ 85015","1,342 sq.ft.",3 beds,2 ,,"$359,900"
1656,"2530 N 29th Place 79, Phoenix, AZ 85008",,,,,"$350,000"
1657,"4231 E Carter Drive, Phoenix, AZ 85042","1,104 sq.ft.",2 beds,2 ,,"$319,900"
1658,"1025 E HIGHLAND Avenue 25, Phoenix, AZ 85014",791 sq.ft.,1 beds,2 ,,"$299,000"
1659,"1205 E Garfield Street 14, Phoenix, AZ 85006",,,,,"$295,000"
1660,"4913 W Hackamore Drive, Phoenix, AZ 85083","4,525 sq.ft.",4 beds,4 ,,"$1,255,000"
1661,"36626 N 30TH Avenue, Phoenix, AZ 85086","2,312 sq.ft.",3 beds,2 ,,"$1,069,999"
1662,"22717 N 19TH Way, Phoenix, AZ 85024","2,452 sq.ft.",4 beds,3 ,,"$560,000"
1663,"25311 N 52nd Lane, Phoenix, AZ 85083","1,916 sq.ft.",3 beds,2 ,,"$555,000"
1664,"340 E WINDSOR Avenue, Phoenix, AZ 85004",950 sq.ft.,2 beds,1 ,,"$525,000"
1665,"5764 N 109TH Avenue, Phoenix, AZ 85037","1,632 sq.ft.",3 beds,2 ,,"$499,999"
1666,"7424 W WOLF Street, Phoenix, AZ 85033","2,149 sq.ft.",4 beds,3 ,,"$449,900"
1667,"7939 W CHEERY LYNN Road, Phoenix, AZ 85033","1,317 sq.ft.",3 beds,2 ,,"$390,000"
1668,"4809 N 30TH Place, Phoenix, AZ 85016","2,490 sq.ft.",4 beds,3 ,,"$1,199,900"
1669,"5253 N 31ST Place, Phoenix, AZ 85016","1,983 sq.ft.",3 beds,2 ,,"$1,100,000"
1670,"5206-5208 S 11TH Avenue, Phoenix, AZ 85041",,,,,"$480,000"
1671,"2201 W WOOD Drive, Phoenix, AZ 85029","1,552 sq.ft.",3 beds,2 ,,"$425,000"
1672,"3214 E YALE Street, Phoenix, AZ 85008","1,452 sq.ft.",3 beds,2 ,,"$415,000"
1673,"2330 W ROMLEY Road, Phoenix, AZ 85041","1,385 sq.ft.",4 beds,2 ,,"$409,500"
1674,"3432 N 84TH Lane, Phoenix, AZ 85037","1,092 sq.ft.",3 beds,2 ,,"$344,900"
1675,"1880 E MORTEN Avenue 242, Phoenix, AZ 85020","1,011 sq.ft.",2 beds,2 ,,"$315,000"
1676,"37164 N 33RD Avenue 0, Phoenix, AZ 85086",,,,,"$255,000"
1677,"4444 E PARADISE VILLAGE Parkway N 258, Phoenix, AZ 85032",685 sq.ft.,1 beds,1 ,,"$215,000"
1678,"12440 N 20TH Street 113, Phoenix, AZ 85022",504 sq.ft.,1 beds,1 ,,"$139,000"
1679,"3535 W TIERRA BUENA Lane 167, Phoenix, AZ 85053",471 sq.ft.,1 beds,1 ,,"$123,500"
1680,"4252x N 18th Street !, New River, AZ 85087",,,,,"$120,000"
1681,"422xx N 18th Street -, New River, AZ 85087",,,,,"$114,900"
1682,"2050 W. Dunlap Ave E221, Phoenix, AZ 85021",720 sq.ft.,2 beds,1 ,,"$49,900"
1683,"2929 W Yorkshire Dr  1119, Phoenix, AZ 85027",,2 beds,2 ,,"$285,000"
1684,"4651 East Shea Boulevard #2, Phoenix, AZ 85028",,,,,"$1,575,000"
1685,"507 E BROADWAY Road, Phoenix, AZ 85040","1,815 sq.ft.",,,,"$875,000"
1686,"1035 E Tuckey Lane, Phoenix, AZ 85014","2,066 sq.ft.",3 beds,2 ,,"$650,000"
1687,"601 W MOBILE Lane, Phoenix, AZ 85041","1,779 sq.ft.",4 beds,2 ,,"$420,000"
1688,"11048 N 28TH Drive 247, Phoenix, AZ 85029","1,024 sq.ft.",2 beds,1 ,,"$220,000"
1689,"40010 N Lytham Way, Anthem, AZ 85086","3,304 sq.ft.",4 beds,4 ,,"$1,100,000"
1690,"2458 W COYOTE CREEK Drive, Anthem, AZ 85086","2,803 sq.ft.",4 beds,3 ,,"$649,900"
1691,"34971 N 30TH Avenue, Phoenix, AZ 85086","1,566 sq.ft.",3 beds,3 ,,"$500,000"
1692,"7908 S 7TH Way, Phoenix, AZ 85042","1,734 sq.ft.",3 beds,2 ,,"$460,000"
1693,"40745 N CITRUS CANYON Trail, Phoenix, AZ 85086","1,432 sq.ft.",3 beds,2 ,,"$459,000"
1694,"8208 W ALBENIZ Place, Phoenix, AZ 85043","1,765 sq.ft.",4 beds,3 ,,"$399,000"
1695,"14210 N 26TH Avenue, Phoenix, AZ 85023","1,505 sq.ft.",3 beds,2 ,,"$397,700"
1696,"2034 W HOLLY Street, Phoenix, AZ 85009",956 sq.ft.,2 beds,1 ,,"$310,000"
1697,"1213 E TOWNLEY Avenue, Phoenix, AZ 85020","1,023 sq.ft.",3 beds,2 ,,"$279,000"
1698,"2102 E CAVALRY Road, New River, AZ 85087","1,477 sq.ft.",3 beds,3 ,,"$1,700,000"
1699,"1810 E MOUNTAIN VIEW Road, Phoenix, AZ 85020","3,041 sq.ft.",4 beds,5 ,,"$1,200,000"
1700,"2011 W Calle De Las Estrella --, Phoenix, AZ 85085","3,461 sq.ft.",4 beds,4 ,,"$1,099,000"
1701,"14437 S 8TH Street, Phoenix, AZ 85048","3,181 sq.ft.",5 beds,4 ,,"$938,000"
1702,"9016 S 16TH Way, Phoenix, AZ 85042","2,866 sq.ft.",4 beds,4 ,,"$860,000"
1703,"2927 W SOUSA Drive, Anthem, AZ 85086","2,547 sq.ft.",4 beds,2 ,,"$749,999"
1704,"6207 N 10TH Way, Phoenix, AZ 85014","2,582 sq.ft.",3 beds,3 ,,"$699,000"
1705,"2514 W GRANITE PASS Road, Phoenix, AZ 85085","2,352 sq.ft.",3 beds,2 ,,"$604,900"
1706,"3031 W LYNNE Lane, Phoenix, AZ 85041","2,357 sq.ft.",3 beds,3 ,,"$500,000"
1707,"908 W FLYNN Lane, Phoenix, AZ 85013","1,777 sq.ft.",3 beds,3 ,,"$498,000"
1708,"41417 N CLEAR CROSSING Road, Anthem, AZ 85086","1,344 sq.ft.",2 beds,2 ,,"$469,000"
1709,"3031 W JUANA Court, Phoenix, AZ 85083","1,751 sq.ft.",3 beds,2 ,,"$455,000"
1710,"310 S 4TH Street 707, Phoenix, AZ 85004","1,074 sq.ft.",1 beds,2 ,,"$419,000"
1711,"7621 W CHEERY LYNN Road, Phoenix, AZ 85033","1,740 sq.ft.",4 beds,2 ,,"$415,000"
1712,"11440 N 33RD Avenue, Phoenix, AZ 85029","1,476 sq.ft.",3 beds,2 ,,"$389,900"
1713,"2292 W HARMONT Drive, Phoenix, AZ 85021","1,457 sq.ft.",2 beds,3 ,,"$365,000"
1714,"16013 S DESERT FOOTHILLS Parkway 1136, Phoenix, AZ 85048","1,044 sq.ft.",2 beds,2 ,,"$349,900"
1715,"4411 S 3RD Street, Phoenix, AZ 85040","1,071 sq.ft.",1 beds,2 ,,"$220,000"
1716,"3526 W DUNLAP Avenue 161, Phoenix, AZ 85051","1,108 sq.ft.",2 beds,2 ,,"$199,900"
1717,"2650 W Union Hills Drive 38, Phoenix, AZ 85027","1,420 sq.ft.",3 beds,2 ,,"$89,000"
1718,"1741 E Chambers Street, Phoenix, AZ 85040","1,007 sq.ft.",3 beds,,,"$314,999"
1719,"3655 N 5th Avenue Unit 111, Phoenix, AZ 85013","1,279 sq.ft.",2 beds,,,"$290,000"
1720,"3025 W VAN BUREN Street, Phoenix, AZ 85009","8,551 sq.ft.",,,,"$2,900,000"
1721,"3810 W VAN BUREN Street, Phoenix, AZ 85009","6,651 sq.ft.",,,,"$2,200,000"
1722,"5103 N 19th Avenue, Phoenix, AZ 85015","2,546 sq.ft.",,,,"$2,040,000"
1723,"13610 S 34TH Street, Phoenix, AZ 85044","4,820 sq.ft.",5 beds,5 ,,"$1,525,000"
1724,"4124 N 33RD Street, Phoenix, AZ 85018","2,971 sq.ft.",4 beds,4 ,,"$1,199,999"
1725,"2946 W THORN TREE Drive, Phoenix, AZ 85085","3,247 sq.ft.",4 beds,4 ,,"$794,000"
1726,"732 E HIDDENVIEW Drive, Phoenix, AZ 85048","3,580 sq.ft.",5 beds,4 ,,"$719,000"
1727,"6346 N 14TH Street, Phoenix, AZ 85014","2,283 sq.ft.",3 beds,3 ,,"$699,000"
1728,"3401 W TOPEKA Drive, Phoenix, AZ 85027","2,250 sq.ft.",4 beds,3 ,,"$635,000"
1729,"2323 W KACHINA Trail, Phoenix, AZ 85041","2,719 sq.ft.",4 beds,4 ,,"$600,000"
1730,"8813 S 47TH Place, Phoenix, AZ 85044","2,195 sq.ft.",3 beds,3 ,,"$570,000"
1731,"3919 W Buckskin Trail, Phoenix, AZ 85083","1,656 sq.ft.",3 beds,3 ,,"$495,000"
1732,"1753 E GRENADINE Road, Phoenix, AZ 85040","1,671 sq.ft.",3 beds,2 ,,"$449,999"
1733,"5745 S 21ST Place, Phoenix, AZ 85040","1,619 sq.ft.",3 beds,3 ,,"$365,000"
1734,"2043 W OCOTILLO Road, Phoenix, AZ 85015","1,134 sq.ft.",3 beds,2 ,,"$361,000"
1735,"1030 E BETHANY HOME Road 102, Phoenix, AZ 85014","1,378 sq.ft.",2 beds,2 ,,"$360,000"
1736,"2127 E HUNTINGTON Drive, Phoenix, AZ 85040","1,254 sq.ft.",3 beds,2 ,,"$349,900"
1737,"7300 N DREAMY DRAW Drive 118, Phoenix, AZ 85020",976 sq.ft.,2 beds,2 ,,"$335,000"
1738,"4635 N 22ND Street 120, Phoenix, AZ 85016","1,342 sq.ft.",2 beds,2 ,,"$325,000"
1739,"8546 N 30TH Drive, Phoenix, AZ 85051","1,176 sq.ft.",3 beds,2 ,,"$305,000"
1740,"6819 N 12TH Street 1, Phoenix, AZ 85014",900 sq.ft.,2 beds,1 ,,"$249,900"
1741,"3810 N MARYVALE Parkway 1087, Phoenix, AZ 85031",936 sq.ft.,2 beds,2 ,,"$160,000"
1742,"46xxx N 35th Avenue 9, New River, AZ 85087",,,,,"$150,000"
1743,"3033 E DEVONSHIRE Avenue 2007, Phoenix, AZ 85016",576 sq.ft.,1 beds,1 ,,"$129,900"
1744,"1844 PALMCROFT Way NW, Phoenix, AZ 85007","3,510 sq.ft.",5 beds,4 ,,"$1,750,000"
1745,"14220 N CAVE CREEK Road 0, Phoenix, AZ 85022",,,,,"$1,100,000"
1746,"1809 E Gwen Street, Phoenix, AZ 85042","3,263 sq.ft.",4 beds,3 ,,"$875,000"
1747,"4822 W FAULL Drive, New River, AZ 85087","2,666 sq.ft.",4 beds,3 ,,"$795,000"
1748,"4023 N 33RD Street, Phoenix, AZ 85018","1,921 sq.ft.",3 beds,2 ,,"$700,000"
1749,"1247 E MARKETPLACE Way SE, Phoenix, AZ 85048","1,809 sq.ft.",3 beds,3 ,,"$629,000"
1750,"1821 W LACEWOOD Place, Phoenix, AZ 85045","2,904 sq.ft.",5 beds,3 ,,"$624,900"
1751,"1225 E Presidio Road, Phoenix, AZ 85022","1,995 sq.ft.",4 beds,2 ,,"$589,900"
1752,"2458 E ENCINAS Lane, Phoenix, AZ 85040",,,,,"$470,000"
1753,"3830 E Lakewood Parkway E 2151, Phoenix, AZ 85048","1,265 sq.ft.",3 beds,2 ,,"$342,800"
1754,"7011 N 22ND Way, Phoenix, AZ 85020","2,453 sq.ft.",4 beds,3 ,,"$1,150,000"
1755,"10439 S 26TH Avenue, Phoenix, AZ 85041","3,469 sq.ft.",4 beds,4 ,,"$1,000,000"
1756,"15870 N 9th Avenue, Phoenix, AZ 85023","3,309 sq.ft.",4 beds,3 ,,"$764,900"
1757,"541 W MARLETTE Avenue, Phoenix, AZ 85013","2,364 sq.ft.",3 beds,2 ,,"$737,000"
1758,"1709 W MOODY Trail, Phoenix, AZ 85041","2,430 sq.ft.",3 beds,2 ,,"$699,999"
1759,"2210 W PASO Trail, Phoenix, AZ 85085","2,052 sq.ft.",3 beds,3 ,,"$592,990"
1760,"5812 N 12TH Street 29, Phoenix, AZ 85014","2,036 sq.ft.",2 beds,2 ,,"$540,000"
1761,"18250 N 32ND Street 1036, Phoenix, AZ 85032","1,512 sq.ft.",3 beds,3 ,,"$434,000"
1762,"9114 W MACKENZIE Drive, Phoenix, AZ 85037","1,528 sq.ft.",3 beds,3 ,,"$415,000"
1763,"16239 N 32ND Place, Phoenix, AZ 85032",961 sq.ft.,2 beds,2 ,,"$250,000"
1764,"3607 W MELVIN Street 5, Phoenix, AZ 85009",,,,,"$150,000"
1765,"605 N 68th Drive 131, Phoenix, AZ 85043","1,640 sq.ft.",3 beds,2 ,,"$130,000"
1766,"3339 W WASHINGTON Street 2, Phoenix, AZ 85009",,,,,"$90,000"
1767,"17627 N 14th Avenue, Phoenix, AZ 85023","2,232 sq.ft.",7 beds,,,"$769,900"
1768,"38820 N 19TH Way, Phoenix, AZ 85086","2,343 sq.ft.",4 beds,3 ,,"$1,074,950"
1769,"7336 W PRESTON Lane, Phoenix, AZ 85043","1,475 sq.ft.",3 beds,2 ,,"$399,000"
1770,"438 N 16TH Street, Phoenix, AZ 85006",820 sq.ft.,,,,"$395,000"
1771,"11118 W TURNEY Avenue, Phoenix, AZ 85037","1,436 sq.ft.",3 beds,2 ,,"$395,000"
1772,"7339 W MONTECITO Avenue, Phoenix, AZ 85033","1,550 sq.ft.",4 beds,2 ,,"$374,990"
1773,"16611 N. 1st Drive, #104 0104, Phoenix, AZ 85023","1,680 sq.ft.",3 beds,2 ,,"$110,000"
1774,"1326 E VISTA Avenue, Phoenix, AZ 85020",,,,,"$799,000"
1775,"25634 N SINGBUSH Loop, Phoenix, AZ 85083","3,482 sq.ft.",5 beds,4 ,,"$799,000"
1776,"15402 N Central Avenue, Phoenix, AZ 85022","2,373 sq.ft.",6 beds,4 ,,"$699,000"
1777,"743 W BEVERLY Lane, Phoenix, AZ 85023","2,350 sq.ft.",4 beds,3 ,,"$697,500"
1778,"1732 W Indian School Road, Phoenix, AZ 85015","2,021 sq.ft.",4 beds,3 ,,"$650,000"
1779,"2323 N CENTRAL Avenue 906, Phoenix, AZ 85004","1,456 sq.ft.",2 beds,2 ,,"$612,000"
1780,"2606 N 89TH Drive, Phoenix, AZ 85037","1,794 sq.ft.",4 beds,2 ,,"$418,000"
1781,"3249 W WETHERSFIELD Road, Phoenix, AZ 85029","1,702 sq.ft.",5 beds,2 ,,"$409,900"
1782,"1605 W HADLEY Street, Phoenix, AZ 85007","1,340 sq.ft.",3 beds,2 ,,"$378,000"
1783,"2150 E BELL Road 1004, Phoenix, AZ 85022","1,196 sq.ft.",2 beds,3 ,,"$321,000"
1784,"3835 E MATTHEW Drive, Phoenix, AZ 85050","3,094 sq.ft.",5 beds,3 ,,"$969,000"
1785,"528 W HARWELL Road, Phoenix, AZ 85041","1,350 sq.ft.",3 beds,2 ,,"$425,000"
1786,"4353 E JICARILLA Street, Phoenix, AZ 85044","1,360 sq.ft.",3 beds,2 ,,"$394,999"
1787,"3119 N 38TH Street 11, Phoenix, AZ 85018",941 sq.ft.,2 beds,2 ,,"$359,900"
1788,"3901 E PINNACLE PEAK Road 61, Phoenix, AZ 85050","1,736 sq.ft.",2 beds,2 ,,"$199,000"
1789,"13634 S CANYON Drive, Phoenix, AZ 85048","6,697 sq.ft.",5 beds,6 ,,"$2,250,000"
1790,"38920 N 29TH Avenue, Phoenix, AZ 85086","4,012 sq.ft.",5 beds,4 ,,"$1,375,000"
1791,"512 E Tanya Trail, Phoenix, AZ 85086","3,002 sq.ft.",4 beds,3 ,,"$1,245,000"
1792,"15426 S 4TH Avenue, Phoenix, AZ 85045","3,494 sq.ft.",4 beds,3 ,,"$1,179,000"
1793,"3283 W Mesquite Street, Phoenix, AZ 85086","3,038 sq.ft.",4 beds,4 ,,"$1,100,000"
1794,"1434 E HOOVER Avenue, Phoenix, AZ 85006","2,372 sq.ft.",4 beds,3 ,,"$1,099,000"
1795,"237 W PORTLAND Street, Phoenix, AZ 85003","2,569 sq.ft.",2 beds,4 ,,"$750,000"
1796,"5908 W Running Deer Trail, Phoenix, AZ 85083","3,065 sq.ft.",4 beds,3 ,,"$699,900"
1797,"44418 N 18TH Street, New River, AZ 85087","2,050 sq.ft.",3 beds,2 ,,"$664,900"
1798,"25348 N 19TH Lane, Phoenix, AZ 85085","2,354 sq.ft.",3 beds,3 ,,"$635,000"
1799,"2212 E GRANITE VIEW Drive, Phoenix, AZ 85048","1,891 sq.ft.",3 beds,2 ,,"$575,000"
1800,"706 W VERNON Avenue, Phoenix, AZ 85007","1,973 sq.ft.",3 beds,2 ,,"$549,000"
1801,"20660 N 40TH Street 2159, Phoenix, AZ 85050","1,440 sq.ft.",2 beds,2 ,,"$475,000"
1802,"2406 N 89TH Avenue, Phoenix, AZ 85037","2,197 sq.ft.",5 beds,3 ,,"$449,000"
1803,"3236 W VOLTAIRE Avenue, Phoenix, AZ 85029","1,760 sq.ft.",3 beds,2 ,,"$390,000"
1804,"8019 W CAMPBELL Avenue, Phoenix, AZ 85033","1,550 sq.ft.",4 beds,2 ,,"$365,000"
1805,"11640 N TATUM Boulevard 1100, Phoenix, AZ 85028",866 sq.ft.,1 beds,1 ,,"$360,000"
1806,"712 E WHITTON Avenue 16, Phoenix, AZ 85014",,,,,"$350,000"
1807,"4114 E Calle Redonda -- 54, Phoenix, AZ 85018","1,041 sq.ft.",2 beds,1 ,,"$334,000"
1808,"1629 W DESERT COVE Avenue, Phoenix, AZ 85029","1,776 sq.ft.",2 beds,2 ,,"$249,900"
1809,"3302 N 7TH Street 215, Phoenix, AZ 85014",824 sq.ft.,1 beds,1 ,,"$234,000"
1810,"2425 W Yuma Street 3, Phoenix, AZ 85009",,,,,"$165,000"
1811,"303 E South Mountain Avenue LOT# 6, Phoenix, AZ 85042","1,300 sq.ft.",3 beds,2 ,,"$110,000"
1812,"1613 W Satinwood Drive, Phoenix, AZ 85045",,4 beds,,,"$449,900"
1813,"5104 N 32nd St 422, Phoenix, AZ 85018","1,277 sq.ft.",2 beds,,,"$450,000"
1814,"13230 S 34TH Court, Phoenix, AZ 85044","4,943 sq.ft.",5 beds,4 ,,"$1,699,000"
1815,"3110 W GLENHAVEN Drive, Phoenix, AZ 85045","4,925 sq.ft.",5 beds,6 ,,"$1,495,000"
1816,"27016 N 14TH Lane, Phoenix, AZ 85085","4,370 sq.ft.",5 beds,4 ,,"$1,125,000"
1817,"39730 N NEW RIVER Road, Phoenix, AZ 85086","2,311 sq.ft.",4 beds,2 ,,"$934,500"
1818,"31314 N 1ST Place, Phoenix, AZ 85085","3,191 sq.ft.",4 beds,4 ,,"$875,000"
1819,"818 W ORANGEWOOD Avenue, Phoenix, AZ 85021","2,029 sq.ft.",3 beds,3 ,,"$839,000"
1820,"531 W Wilshire Drive, Phoenix, AZ 85003","1,264 sq.ft.",3 beds,2 ,,"$799,000"
1821,"437 E MARCONI Avenue, Phoenix, AZ 85022","2,012 sq.ft.",4 beds,3 ,,"$790,000"
1822,"1734 W YELLOW BIRD Lane, Phoenix, AZ 85085","2,884 sq.ft.",4 beds,3 ,,"$785,000"
