,address,area,beds,full_bathrooms,half_bathrooms,price
1333,"3236 E CHANDLER Boulevard 2019, Phoenix, AZ 85048","1,408 sq.ft.",2 beds,2 ,,"$399,900"
1334,"1225 N 36TH Street 1057, Phoenix, AZ 85008","1,385 sq.ft.",3 beds,2 ,,"$390,000"
1335,"2431 W Mobile Lane, Phoenix, AZ 85041","1,900 sq.ft.",3 beds,2 ,,"$385,000"
1336,"3250 W GREENWAY Road 103, Phoenix, AZ 85053","1,552 sq.ft.",3 beds,3 ,,"$345,000"
1337,"2329 N 29th Street 0, Phoenix, AZ 85008",,,,,"$300,000"
1338,"5525 E THOMAS Road A6, Phoenix, AZ 85018",982 sq.ft.,2 beds,2 ,,"$269,900"
1339,"94 BILTMORE Estate, Phoenix, AZ 85016","8,933 sq.ft.",8 beds,8 ,,"$4,500,000"
1340,"3021 N 47TH Place, Phoenix, AZ 85018","2,975 sq.ft.",4 beds,4 ,,"$1,699,900"
1341,"5952 E ADOBE Drive, Phoenix, AZ 85054","3,505 sq.ft.",4 beds,5 ,,"$1,464,000"
1342,"42311 N CROSSWATER Way, Anthem, AZ 85086","3,737 sq.ft.",4 beds,4 ,,"$1,395,000"
1343,"43320 N 11th Street, New River, AZ 85087","3,120 sq.ft.",3 beds,3 ,,"$1,275,000"
1344,"16044 N 35TH Avenue -, Phoenix, AZ 85053",,,,,"$900,000"
1345,"7637 N 7TH Avenue N, Phoenix, AZ 85021","2,641 sq.ft.",3 beds,3 ,,"$889,500"
1346,"1839 N 38TH Street, Phoenix, AZ 85008","2,062 sq.ft.",3 beds,3 ,,"$795,000"
1347,"4302 E WESCOTT Drive, Phoenix, AZ 85050","1,753 sq.ft.",4 beds,2 ,,"$612,499"
1348,"16614 S 14TH Place, Phoenix, AZ 85048","2,283 sq.ft.",3 beds,3 ,,"$589,000"
1349,"3225 E Briarwood Terrace, Phoenix, AZ 85048","1,626 sq.ft.",3 beds,2 ,,"$579,900"
1350,"2420 W DAILEY Street, Phoenix, AZ 85023","2,344 sq.ft.",4 beds,3 ,,"$548,500"
1351,"1738 E GRENADINE Road, Phoenix, AZ 85040","1,822 sq.ft.",4 beds,2 ,,"$463,000"
1352,"16017 N 34TH Avenue, Phoenix, AZ 85053","1,980 sq.ft.",3 beds,2 ,,"$450,000"
1353,"2720 W LIBBY Street, Phoenix, AZ 85053","1,556 sq.ft.",3 beds,2 ,,"$439,000"
1354,"18007 N 3rd Avenue, Phoenix, AZ 85023","1,264 sq.ft.",3 beds,2 ,,"$425,000"
1355,"4455 E PARADISE VILLAGE Parkway 1069, Phoenix, AZ 85032","1,234 sq.ft.",2 beds,2 ,,"$415,000"
1356,"7501 S 14TH Street, Phoenix, AZ 85042","1,680 sq.ft.",3 beds,3 ,,"$410,000"
1357,"7206 W HILTON Avenue, Phoenix, AZ 85043","1,580 sq.ft.",4 beds,2 ,,"$379,900"
1358,"2915 W WASHINGTON Street, Phoenix, AZ 85009","1,100 sq.ft.",3 beds,2 ,,"$364,900"
1359,"3841 W OREGON Avenue, Phoenix, AZ 85019","1,610 sq.ft.",4 beds,3 ,,"$345,000"
1360,"10030 W INDIAN SCHOOL Road 131, Phoenix, AZ 85037","1,037 sq.ft.",2 beds,2 ,,"$295,000"
1361,"4567 N 26TH Drive, Phoenix, AZ 85017",952 sq.ft.,2 beds,2 ,,"$215,000"
1362,"2050 W DUNLAP Avenue R437, Phoenix, AZ 85021","1,260 sq.ft.",2 beds,2 ,,"$85,000"
1363,"335 E WALTANN Lane, Phoenix, AZ 85022","2,547 sq.ft.",4 beds,2 ,,"$900,000"
1364,"3258 W VIA DONA Road, Phoenix, AZ 85083","2,649 sq.ft.",4 beds,3 ,,"$848,000"
1365,"9414 S 46TH Street, Phoenix, AZ 85044","2,537 sq.ft.",4 beds,3 ,,"$764,000"
1366,"1935 E COOLIDGE Street, Phoenix, AZ 85016","2,162 sq.ft.",4 beds,2 ,,"$749,000"
1367,"3305 E CLARK Road, Phoenix, AZ 85050","1,393 sq.ft.",3 beds,2 ,,"$450,000"
1368,"10302 S 16TH Avenue, Phoenix, AZ 85041","4,077 sq.ft.",4 beds,5 ,,"$1,375,000"
1369,"4418 E Lone Cactus Drive, Phoenix, AZ 85050","1,962 sq.ft.",3 beds,2 ,,"$775,000"
1370,"2821 W LIBBY Street, Phoenix, AZ 85053","2,636 sq.ft.",5 beds,3 ,,"$700,000"
1371,"9409 S 46TH Street, Phoenix, AZ 85044","1,735 sq.ft.",3 beds,2 ,,"$599,000"
1372,"3935 E ROUGH RIDER Road 1076, Phoenix, AZ 85050","1,940 sq.ft.",2 beds,2 ,,"$539,900"
1373,"2542 W BRILLIANT SKY Drive, Phoenix, AZ 85085","2,293 sq.ft.",3 beds,3 ,,"$534,999"
1374,"2425 W BRONCO BUTTE Trail 1037, Phoenix, AZ 85085","1,662 sq.ft.",2 beds,2 ,,"$499,000"
1375,"2418 W ELLIS Street, Phoenix, AZ 85041","2,644 sq.ft.",5 beds,3 ,,"$489,999"
1376,"3718 W ACOMA Drive, Phoenix, AZ 85053","1,536 sq.ft.",4 beds,2 ,,"$399,999"
1377,"14250 N 23RD Street, Phoenix, AZ 85022","1,086 sq.ft.",2 beds,2 ,,"$359,000"
1378,"5044 N 21ST Avenue, Phoenix, AZ 85015",663 sq.ft.,2 beds,1 ,,"$299,900"
1379,"1880 E MORTEN Avenue 215, Phoenix, AZ 85020","1,038 sq.ft.",2 beds,2 ,,"$275,000"
1380,"1701 W TUCKEY Lane 229, Phoenix, AZ 85015",689 sq.ft.,1 beds,1 ,,"$142,900"
1381,"5908 E Orange Blossom Lane, Phoenix, AZ 85018","4,395 sq.ft.",4 beds,5 ,,"$2,750,000"
1382,"3129 W KURALT Court, Anthem, AZ 85086","4,705 sq.ft.",6 beds,5 ,,"$1,294,000"
1383,"351xx N 7th Street -, Phoenix, AZ 85086",,,,,"$900,000"
1384,"1 W CHERYL Drive, Phoenix, AZ 85021","3,002 sq.ft.",4 beds,3 ,,"$740,000"
1385,"907 E BROOKWOOD Court, Phoenix, AZ 85048","2,883 sq.ft.",5 beds,3 ,,"$725,000"
1386,"601 E CLARENDON Avenue, Phoenix, AZ 85012","2,186 sq.ft.",4 beds,3 ,,"$680,000"
1387,"1749 E McLellan Boulevard, Phoenix, AZ 85016","1,586 sq.ft.",3 beds,2 ,,"$655,000"
1388,"2317 W CALLE MARITA Drive, Phoenix, AZ 85085","2,537 sq.ft.",4 beds,3 ,,"$619,000"
1389,"2315 E MORROW Drive, Phoenix, AZ 85024","1,858 sq.ft.",4 beds,3 ,,"$585,000"
1390,"38506 N PAGODA Court, Phoenix, AZ 85086","2,246 sq.ft.",4 beds,3 ,,"$519,900"
1391,"2602 N RICHLAND Street, Phoenix, AZ 85006","1,796 sq.ft.",3 beds,2 ,,"$500,000"
1392,"12051 S 44TH Street, Phoenix, AZ 85044","1,741 sq.ft.",3 beds,2 ,,"$495,000"
1393,"6322 S 34TH Lane, Phoenix, AZ 85041","1,939 sq.ft.",5 beds,3 ,,"$475,000"
1394,"7327 W Devonshire Avenue, Phoenix, AZ 85033","1,343 sq.ft.",4 beds,3 ,,"$429,000"
1395,"14635 N 37TH Way, Phoenix, AZ 85032","1,180 sq.ft.",3 beds,2 ,,"$424,000"
1396,"1852 W HEMINGWAY Lane, Phoenix, AZ 85086","1,135 sq.ft.",3 beds,2 ,,"$419,900"
1397,"20660 N 40TH Street 2180, Phoenix, AZ 85050","1,326 sq.ft.",2 beds,2 ,,"$415,000"
1398,"1535 W MANDALAY Lane 7, Phoenix, AZ 85023",,,,,"$399,900"
1399,"3844 W RUE DE LAMOUR Avenue, Phoenix, AZ 85029","1,340 sq.ft.",3 beds,2 ,,"$394,900"
1400,"11623 N 21ST Drive, Phoenix, AZ 85029","1,428 sq.ft.",3 beds,2 ,,"$374,850"
1401,"1702 E BELL Road 157, Phoenix, AZ 85022","1,272 sq.ft.",2 beds,3 ,,"$325,000"
1402,"3633 N 3RD Avenue 1089, Phoenix, AZ 85013",730 sq.ft.,1 beds,1 ,,"$315,000"
1403,"374xx N 15th Avenue 3, Phoenix, AZ 85086",,,,,"$275,000"
1404,"374xx N 15th Avenue 2, Phoenix, AZ 85086",,,,,"$275,000"
1405,"500 N 67th Ave 225, Phoenix, AZ 85043",780 sq.ft.,2 beds,1 ,,"$159,900"
1406,"2567 W BERRIDGE Lane D224, Phoenix, AZ 85017",930 sq.ft.,2 beds,1 ,,"$110,000"
1407,"4007 E MONTECITO Avenue, Phoenix, AZ 85018","3,545 sq.ft.",5 beds,5 ,,"$2,350,000"
1408,"11827 S TUZIGOOT Court, Phoenix, AZ 85044","5,586 sq.ft.",5 beds,6 ,,"$2,149,000"
1409,"3838 E TRACKER Trail, Phoenix, AZ 85050","4,448 sq.ft.",4 beds,5 ,,"$1,664,000"
1410,"3818 E CIELO GRANDE Avenue, Phoenix, AZ 85050","4,483 sq.ft.",5 beds,4 ,,"$1,475,000"
1411,"813 W Tamar Road, Phoenix, AZ 85086","2,527 sq.ft.",4 beds,2 ,,"$1,099,000"
1412,"14026 S 34TH Street, Phoenix, AZ 85044","3,138 sq.ft.",4 beds,3 ,,"$889,000"
1413,"1050 W POLK Street 1 & 2, Phoenix, AZ 85007",,,,,"$860,000"
1414,"4555 E TIERRA BUENA Lane, Phoenix, AZ 85032","2,927 sq.ft.",5 beds,3 ,,"$799,000"
1415,"23046 N 21ST Street, Phoenix, AZ 85024","2,623 sq.ft.",3 beds,3 ,,"$737,500"
1416,"801 W EARLL Drive, Phoenix, AZ 85013","1,956 sq.ft.",3 beds,2 ,,"$595,000"
1417,"35521 N 30TH Drive, Phoenix, AZ 85086","2,142 sq.ft.",3 beds,2 ,,"$559,000"
1418,"1324 W BETHANY HOME Road, Phoenix, AZ 85013","1,937 sq.ft.",4 beds,3 ,,"$555,000"
1419,"6533 N MARYLAND Circle, Phoenix, AZ 85013","1,530 sq.ft.",3 beds,2 ,,"$520,000"
1420,"4708 N 96TH Lane, Phoenix, AZ 85037","2,201 sq.ft.",4 beds,3 ,,"$500,000"
1421,"4154 E CHOLLA CANYON Drive, Phoenix, AZ 85044","1,438 sq.ft.",3 beds,2 ,,"$499,000"
1422,"14225 N 39TH Way, Phoenix, AZ 85032","1,637 sq.ft.",4 beds,2 ,,"$475,000"
1423,"3716 W Acoma Drive, Phoenix, AZ 85053","1,799 sq.ft.",4 beds,2 ,,"$444,900"
1424,"4201 E CAMELBACK Road 23, Phoenix, AZ 85018","1,135 sq.ft.",2 beds,2 ,,"$427,900"
1425,"3117 E SWEETWATER Avenue, Phoenix, AZ 85032","1,653 sq.ft.",3 beds,2 ,,"$425,000"
1426,"805 N 4TH Avenue 404, Phoenix, AZ 85003",880 sq.ft.,2 beds,1 ,,"$399,900"
1427,"3133 W ROBIN Lane, Phoenix, AZ 85027","1,305 sq.ft.",3 beds,2 ,,"$399,900"
1428,"5035 N 10TH Place 210, Phoenix, AZ 85014","1,300 sq.ft.",2 beds,2 ,,"$389,000"
1429,"6046 N 32ND Avenue, Phoenix, AZ 85017","1,727 sq.ft.",4 beds,2 ,,"$384,900"
1430,"1505 E CORONADO Road 19, Phoenix, AZ 85006",,,,,"$342,500"
1431,"1818 W Stella Lane, Phoenix, AZ 85015","1,371 sq.ft.",2 beds,2 ,,"$310,000"
1432,"3033 E DEVONSHIRE Avenue 2012, Phoenix, AZ 85016",576 sq.ft.,1 beds,1 ,,"$190,000"
1433,"4750 N CENTRAL Avenue 6L, Phoenix, AZ 85012",442 sq.ft.,1 beds,1 ,,"$135,000"
1434,"3046 W TWAIN Court, Anthem, AZ 85086","3,444 sq.ft.",5 beds,4 ,,"$1,029,999"
1435,"40328 N Lytham Way, Anthem, AZ 85086","2,984 sq.ft.",3 beds,4 ,,"$950,000"
1436,"38639 N 27TH Avenue, Phoenix, AZ 85086","1,477 sq.ft.",3 beds,2 ,,"$599,900"
1437,"249 E JOAN DE ARC Avenue, Phoenix, AZ 85022","1,902 sq.ft.",3 beds,2 ,,"$530,000"
1438,"6532 W PASO Trail, Phoenix, AZ 85083","2,035 sq.ft.",4 beds,3 ,,"$530,000"
1439,"4163 E CHOLLA CANYON Drive, Phoenix, AZ 85044","2,150 sq.ft.",4 beds,3 ,,"$525,000"
1440,"3823 W RANIER Court, Anthem, AZ 85086","1,432 sq.ft.",3 beds,2 ,,"$429,000"
1441,"3319 E TIERRA BUENA Lane, Phoenix, AZ 85032","1,240 sq.ft.",3 beds,2 ,,"$425,000"
1442,"14836 N DANUBE Court, Phoenix, AZ 85053","2,303 sq.ft.",3 beds,3 ,,"$425,000"
1443,"1130 N 2ND Street 413, Phoenix, AZ 85004",744 sq.ft.,1 beds,1 ,,"$380,000"
1444,"14822 N DANUBE Court, Phoenix, AZ 85053","1,746 sq.ft.",3 beds,2 ,,"$375,000"
1445,"5550 N 12TH Street 19, Phoenix, AZ 85014","1,176 sq.ft.",2 beds,2 ,,"$330,000"
1446,"5466 W FULTON Street, Phoenix, AZ 85043","1,411 sq.ft.",3 beds,3 ,,"$319,950"
1447,"4044 W MESQUITE Lane, Phoenix, AZ 85019","1,005 sq.ft.",3 beds,1 ,,"$224,999"
1448,"43320 N 11th Street ' ', New River, AZ 85087",,,,,"$199,000"
1449,"10401 N CAVE CREEK Road 11, Phoenix, AZ 85020",720 sq.ft.,2 beds,1 ,,"$28,700"
1450,"3527 W Altadena Ave, Phoenix, AZ 85029",,3 beds,2 ,,"$360,000"
1451,"21812 N 61ST Way, Phoenix, AZ 85054","3,100 sq.ft.",5 beds,5 ,,"$1,349,999"
1452,"4431 N 28TH Street, Phoenix, AZ 85016","2,048 sq.ft.",3 beds,2 ,,"$1,100,000"
1453,"2318 E CARLISE Road, Phoenix, AZ 85086","2,987 sq.ft.",4 beds,3 ,,"$895,000"
1454,"34015 N 10TH Street, Phoenix, AZ 85085","2,054 sq.ft.",3 beds,3 ,,"$875,000"
1455,"4438 N 27TH Street 2, Phoenix, AZ 85016","1,539 sq.ft.",2 beds,3 ,,"$625,000"
1456,"4039 E PARADISE Drive, Phoenix, AZ 85028","1,853 sq.ft.",3 beds,2 ,,"$614,950"
1457,"17052 N 36TH Court, Phoenix, AZ 85032","2,018 sq.ft.",4 beds,2 ,,"$485,000"
1458,"3003 E KINGS Avenue, Phoenix, AZ 85032","1,445 sq.ft.",3 beds,2 ,,"$399,900"
1459,"2142 W DAHLIA Drive, Phoenix, AZ 85029","2,159 sq.ft.",4 beds,2 ,,"$389,950"
1460,"5015 E CHEYENNE Drive 27, Phoenix, AZ 85044","1,640 sq.ft.",2 beds,3 ,,"$389,000"
1461,"8243 W ILLINI Street, Phoenix, AZ 85043","1,765 sq.ft.",4 beds,3 ,,"$375,000"
1462,"1124 W BURGESS Lane, Phoenix, AZ 85041","1,341 sq.ft.",3 beds,2 ,,"$360,000"
1463,"4316 E AVALON Drive #7, Phoenix, AZ 85018","1,023 sq.ft.",2 beds,2 ,,"$319,000"
1464,"6717 W WOLF Street, Phoenix, AZ 85033",896 sq.ft.,2 beds,1 ,,"$269,900"
1465,"4141 N 31ST Street 410, Phoenix, AZ 85016","1,018 sq.ft.",2 beds,2 ,,"$235,000"
1466,"4032 W READE Avenue, Phoenix, AZ 85019","1,005 sq.ft.",3 beds,1 ,,"$224,999"
1467,"4039 W WONDERVIEW Road, Phoenix, AZ 85019","1,005 sq.ft.",1 beds,2 ,,"$224,999"
1468,"1502 S 14TH Street 1, Phoenix, AZ 85034",,,,,"$115,000"
1469,"1516 S 14TH Street 4, Phoenix, AZ 85034",,,,,"$75,000"
1470,"4536 N ARCADIA Drive 42, Phoenix, AZ 85018",,,,,"$3,700,000"
1471,"4536 N ARCADIA Drive, Phoenix, AZ 85018","5,447 sq.ft.",5 beds,4 ,,"$3,700,000"
1472,"2222 W ST EXUPERY Court, Phoenix, AZ 85086","3,521 sq.ft.",6 beds,4 ,,"$989,000"
1473,"2153 E TAYLOR Street, Phoenix, AZ 85006",,,,,"$934,000"
1474,"25816 N 44TH Drive, Phoenix, AZ 85083","3,276 sq.ft.",3 beds,3 ,,"$900,000"
1475,"1434 S 11TH Avenue, Phoenix, AZ 85007",,,,,"$864,000"
1476,"25417 N HACKBERRY Drive, Phoenix, AZ 85083","3,482 sq.ft.",5 beds,3 ,,"$779,500"
1477,"3935 E WHITTON Avenue, Phoenix, AZ 85018","1,635 sq.ft.",3 beds,2 ,,"$700,000"
1478,"2601 E VIRGINIA Avenue, Phoenix, AZ 85008","2,051 sq.ft.",3 beds,2 ,,"$529,900"
1479,"8824 W CHEERY LYNN Road, Phoenix, AZ 85037","1,802 sq.ft.",4 beds,2 ,,"$499,000"
1480,"1412 W MERCER Lane, Phoenix, AZ 85029","1,046 sq.ft.",2 beds,2 ,,"$375,000"
1481,"1442 N 53rd Drive, Phoenix, AZ 85043",930 sq.ft.,2 beds,,,"$180,000"
1482,"7035 N 23RD Place, Phoenix, AZ 85020","5,185 sq.ft.",4 beds,3 ,,"$2,300,000"
1483,"1624 E VILLA RITA Drive, Phoenix, AZ 85022","1,456 sq.ft.",2 beds,2 ,,"$134,000"
1484,"2050 W Dunlap Avenue C103, Phoenix, AZ 85021",720 sq.ft.,2 beds,2 ,,"$27,000"
1485,"2218 E SUNNYSIDE Drive, Phoenix, AZ 85028","3,263 sq.ft.",5 beds,4 ,,"$879,000"
1486,"1835 E JOY RANCH Road, Phoenix, AZ 85086","1,635 sq.ft.",3 beds,2 ,,"$720,000"
1487,"15851 N 16TH Street, Phoenix, AZ 85022","2,483 sq.ft.",3 beds,3 ,,"$720,000"
1488,"14022 S 17TH Place 8, Phoenix, AZ 85048",,,,,"$475,000"
1489,"28016 N 33RD Avenue (205-02-015-G), Phoenix, AZ 85083",,,,,"$425,000"
1490,"12244 N 25TH Avenue, Phoenix, AZ 85029","1,447 sq.ft.",3 beds,2 ,,"$367,000"
1491,"4652 N 19TH Avenue, Phoenix, AZ 85015","1,608 sq.ft.",3 beds,3 ,,"$349,900"
1492,"385 W PIERSON Street F1, Phoenix, AZ 85013","1,144 sq.ft.",2 beds,2 ,,"$299,000"
1493,"11042 N 28TH Drive 136, Phoenix, AZ 85029","1,281 sq.ft.",3 beds,2 ,,"$289,999"
1494,"10610 S 48TH Street 1064, Phoenix, AZ 85044",965 sq.ft.,2 beds,2 ,,"$259,900"
1495,"10610 S 48TH Street 1067, Phoenix, AZ 85044",965 sq.ft.,2 beds,2 ,,"$257,000"
1496,"6131 N 19th Avenue, Phoenix, AZ 85015","1,852 sq.ft.",3 beds,,,"$460,000"
1497,"3846 E CRITTENDEN Lane, Phoenix, AZ 85018","3,356 sq.ft.",4 beds,4 ,,"$1,695,000"
1498,"2940 E Daley Lane, Phoenix, AZ 85050","3,121 sq.ft.",4 beds,4 ,,"$1,499,900"
1499,"28917 N 66TH Avenue, Phoenix, AZ 85083","2,967 sq.ft.",4 beds,3 ,,"$855,000"
1500,"215 W LAS PALMARITAS Drive, Phoenix, AZ 85021","1,976 sq.ft.",3 beds,2 ,,"$850,000"
1501,"2366 E SHEA Boulevard, Phoenix, AZ 85028","2,565 sq.ft.",4 beds,3 ,,"$850,000"
1502,"5535 N 11TH Street, Phoenix, AZ 85014","1,992 sq.ft.",3 beds,2 ,,"$680,000"
1503,"3406 E MENADOTA Drive, Phoenix, AZ 85050","1,814 sq.ft.",3 beds,3 ,,"$540,000"
1504,"13801 N 36TH Drive, Phoenix, AZ 85053","1,850 sq.ft.",3 beds,2 ,,"$429,999"
1505,"1110 E MILADA Drive, Phoenix, AZ 85042","1,756 sq.ft.",3 beds,2 ,,"$419,999"
1506,"15849 N 20th Street, Phoenix, AZ 85022","1,333 sq.ft.",3 beds,2 ,,"$409,990"
1507,"2127 W HASAN Drive, Phoenix, AZ 85041","1,684 sq.ft.",3 beds,2 ,,"$385,000"
1508,"19801 N 15TH Drive, Phoenix, AZ 85027","1,680 sq.ft.",3 beds,2 ,,"$367,500"
1509,"1803 W POLLACK Street, Phoenix, AZ 85041","2,079 sq.ft.",4 beds,3 ,,"$359,950"
1510,"8216 S 4TH Avenue, Phoenix, AZ 85041","1,350 sq.ft.",3 beds,2 ,,"$359,900"
1511,"1118 E NORTH Lane 3, Phoenix, AZ 85020","1,060 sq.ft.",2 beds,2 ,,"$328,500"
1512,"1718 W Colter Street 183, Phoenix, AZ 85015","1,349 sq.ft.",3 beds,3 ,,"$325,000"
1513,"5122 N 31ST Way 225, Phoenix, AZ 85016","1,073 sq.ft.",1 beds,1 ,,"$319,000"
1514,"3434 E BASELINE Road 172, Phoenix, AZ 85042",858 sq.ft.,2 beds,2 ,,"$245,000"
1515,"16602 N 25TH Street 225, Phoenix, AZ 85032","1,136 sq.ft.",3 beds,2 ,,"$225,000"
1516,"7126 N 19th Avenue 149, Phoenix, AZ 85021",836 sq.ft.,1 beds,2 ,,"$165,000"
1517,"18213 N 21st Street 77, Phoenix, AZ 85022","1,344 sq.ft.",3 beds,2 ,,"$155,000"
1518,"1885 W Owens Way, Anthem, AZ 85086","1,454 sq.ft.",3 beds,2 ,,"$414,718"
1519,"3429 E KERESAN Drive, Phoenix, AZ 85044","4,423 sq.ft.",4 beds,5 ,,"$1,350,000"
1520,"8509 S 10th Lane 23, Phoenix, AZ 85041","2,870 sq.ft.",3 beds,3 ,,"$1,349,000"
1521,"44421 N 20TH Street, New River, AZ 85087","2,994 sq.ft.",4 beds,3 ,,"$944,900"
1522,"16423 S 4TH Street, Phoenix, AZ 85048","3,026 sq.ft.",4 beds,3 ,,"$899,990"
1523,"41007 N HARBOUR TOWN Way, Anthem, AZ 85086","2,632 sq.ft.",3 beds,4 ,,"$849,500"
1524,"839 E ROESER Road, Phoenix, AZ 85040",,,,,"$799,900"
1525,"18014 N 44TH Place, Phoenix, AZ 85032","2,336 sq.ft.",4 beds,2 ,,"$735,000"
1526,"16639 S 17TH Street, Phoenix, AZ 85048","2,182 sq.ft.",3 beds,2 ,,"$699,000"
1527,"324 W WILLOW Avenue, Phoenix, AZ 85029","2,581 sq.ft.",4 beds,2 ,,"$699,000"
1528,"7617 N 13TH Street, Phoenix, AZ 85020","2,664 sq.ft.",3 beds,2 ,,"$695,000"
1529,"2025 E Charlotte Drive, Phoenix, AZ 85024","1,916 sq.ft.",4 beds,3 ,,"$665,000"
1530,"2122 W VIRGINIA Avenue, Phoenix, AZ 85009","2,150 sq.ft.",4 beds,2 ,,"$640,000"
1531,"207 W ROMA Avenue, Phoenix, AZ 85013","1,049 sq.ft.",3 beds,2 ,,"$620,000"
1532,"39927 N MESSNER Way, Anthem, AZ 85086","2,168 sq.ft.",4 beds,3 ,,"$519,900"
1533,"13827 N 37TH Place, Phoenix, AZ 85032","1,385 sq.ft.",3 beds,2 ,,"$484,900"
1534,"1332 W WAHALLA Lane, Phoenix, AZ 85027","1,766 sq.ft.",3 beds,3 ,,"$469,000"
1535,"4101 E MANDAN Street, Phoenix, AZ 85044","1,480 sq.ft.",2 beds,2 ,,"$415,000"
1536,"4303 E CACTUS Road 349, Phoenix, AZ 85032","1,256 sq.ft.",2 beds,2 ,,"$399,900"
1537,"5216 N 16TH Lane, Phoenix, AZ 85015","2,140 sq.ft.",3 beds,3 ,,"$399,000"
1538,"4125 N 49th Avenue, Phoenix, AZ 85031","1,452 sq.ft.",4 beds,2 ,,"$365,000"
1539,"1630 E GEORGIA Avenue 104, Phoenix, AZ 85016","1,167 sq.ft.",2 beds,2 ,,"$350,000"
1540,"4350 E POLLACK Lane, Phoenix, AZ 85042","1,760 sq.ft.",3 beds,1 ,,"$299,000"
1541,"1425 E DESERT COVE Avenue 9, Phoenix, AZ 85020","1,592 sq.ft.",2 beds,2 ,,"$289,900"
1542,"4111 N 69TH Lane 1395, Phoenix, AZ 85033","1,188 sq.ft.",2 beds,2 ,,"$215,000"
1543,"1509 W FILLMORE Street 22, Phoenix, AZ 85007",,,,,"$179,000"
1544,"18202 N CAVE CREEK Road 229, Phoenix, AZ 85032",608 sq.ft.,1 beds,1 ,,"$118,000"
1545,"4937 E Rockridge Road, Phoenix, AZ 85018","13,286 sq.ft.",5 beds,10 ,,"$6,900,000"
1546,"4719 E PALO VERDE Drive, Phoenix, AZ 85018","3,562 sq.ft.",4 beds,5 ,,"$4,199,000"
1547,"2521 E CAROL Avenue, Phoenix, AZ 85028","2,386 sq.ft.",3 beds,2 ,,"$924,999"
1548,"6419 S 7th Street 6, Phoenix, AZ 85042",,,,,"$655,000"
1549,"2219 N 25th Place, Phoenix, AZ 85008","1,673 sq.ft.",4 beds,3 ,,"$550,000"
1550,"3114 N 22ND Street, Phoenix, AZ 85016","1,791 sq.ft.",4 beds,2 ,,"$505,000"
1551,"9121 W Montecito Avenue, Phoenix, AZ 85037","1,762 sq.ft.",3 beds,2 ,,"$430,000"
1552,"8131 W PIERSON Street, Phoenix, AZ 85033","1,078 sq.ft.",3 beds,1 ,,"$357,000"
1553,"4622 N 71st Lane, Phoenix, AZ 85033","1,050 sq.ft.",3 beds,2 ,,"$210,000"
1554,"26210 N Hackberry Dr, Phoenix, AZ 85083",,4 beds,2 ,,"$598,500"
1555,"2315 East Mine Creek Road, Phoenix, AZ 85024","6,600 sq.ft.",6 beds,6 ,,"$3,150,000"
1556,"2645 E Glenrosa Avenue, Phoenix, AZ 85016","1,921 sq.ft.",3 beds,2 ,,"$1,200,000"
1557,"41411 N ANTHEM RIDGE Drive, Anthem, AZ 85086","2,991 sq.ft.",3 beds,4 ,,"$869,900"
1558,"25834 N 22ND Lane, Phoenix, AZ 85085","2,618 sq.ft.",3 beds,3 ,,"$685,990"
1559,"16033 N 45TH Place, Phoenix, AZ 85032","2,038 sq.ft.",3 beds,2 ,,"$675,000"
1560,"6419 S 7TH Street 6, Phoenix, AZ 85042",,,,,"$655,000"
1561,"15224 N 36th Street, Phoenix, AZ 85032","1,422 sq.ft.",3 beds,2 ,,"$499,000"
1562,"114 W Mohawk Drive, Phoenix, AZ 85027","1,853 sq.ft.",4 beds,3 ,,"$414,000"
1563,"6338 N 31ST Avenue, Phoenix, AZ 85017","1,674 sq.ft.",4 beds,2 ,,"$399,999"
1564,"1310 W CINNABAR Avenue, Phoenix, AZ 85021","1,700 sq.ft.",4 beds,2 ,,"$398,499"
1565,"5160 W FULTON Street, Phoenix, AZ 85043","1,278 sq.ft.",2 beds,2 ,,"$319,900"
1566,"10030 W INDIAN SCHOOL Road 234, Phoenix, AZ 85037","1,037 sq.ft.",2 beds,2 ,,"$270,000"
1567,"4141 N 31ST Street 215, Phoenix, AZ 85016",918 sq.ft.,2 beds,1 ,,"$260,000"
1568,"4601 N 102ND Avenue 1052, Phoenix, AZ 85037",992 sq.ft.,2 beds,2 ,,"$252,000"
1569,"1831 E PALMAIRE Avenue, Phoenix, AZ 85020","5,186 sq.ft.",5 beds,6 ,,"$2,800,000"
1570,"3412 N 26TH Place, Phoenix, AZ 85016","1,813 sq.ft.",3 beds,2 ,,"$825,000"
1571,"10449 N 9TH Street, Phoenix, AZ 85020","1,608 sq.ft.",4 beds,2 ,,"$565,000"
1572,"16645 S 29TH Street, Phoenix, AZ 85048","1,748 sq.ft.",4 beds,3 ,,"$538,900"
1573,"2020 E VISTA Drive, Phoenix, AZ 85022","1,261 sq.ft.",3 beds,2 ,,"$519,000"
1574,"2230 N mitchell Street, Phoenix, AZ 85006","1,005 sq.ft.",2 beds,1 ,,"$490,000"
1575,"1702 W COOLIDGE Street, Phoenix, AZ 85015","1,625 sq.ft.",3 beds,2 ,,"$467,900"
1576,"10817 W MARIPOSA Drive, Phoenix, AZ 85037","1,902 sq.ft.",3 beds,3 ,,"$434,000"
1577,"5401 E VAN BUREN Street 1119, Phoenix, AZ 85008",995 sq.ft.,2 beds,2 ,,"$320,000"
